index,Grupo,ID_producto,Producto,Cantidad,Venta_Promedio,Monto_gravado,IVA,Total,Fecha_raw,Fecha,Año,Mes
500,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4484,4484,200.67,30489.6995066527,5562153.0,556215.0,6118368.0,,2018-12-12,2018.0,12.0
512,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4485,4485,30.03,31442.9903429903,858394.0,85839.0,944233.0,,2018-10-09,2018.0,10.0
515,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4486,4486,91.02,25175.0054932982,2083117.0,208312.0,2291429.0,,2018-11-28,2018.0,11.0
517,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4487,4487,95.46,26500.0,2299717.0,229973.0,2529690.0,,2018-09-15,2018.0,9.0
523,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4488,4488,54.72,27000.0,1343126.0,134314.0,1477440.0,,2018-12-11,2018.0,12.0
529,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4513,4513,286.0,27811.1608391608,7230901.0,723091.0,7953992.0,,2018-12-18,2018.0,12.0
534,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4537,4537,950.0,51352.8421052632,44350193.0,4435007.0,48785200.0,,2018-01-12,2018.0,1.0
633,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4604,4604,169.6,42651.4091981132,6576072.0,657607.0,7233679.0,,2018-12-22,2018.0,12.0
638,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4607,4607,24.6,62400.0,1395491.0,139549.0,1535040.0,,2018-11-28,2018.0,11.0
642,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4608,4608,0.0,0.0,-1.0,1.0,0.0,,2018-01-11,2018.0,1.0
645,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4609,4609,30.59,68258.1562602158,1898198.0,189819.0,2088017.0,,2018-12-20,2018.0,12.0
649,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4610,4610,180.2,48500.0,7945183.0,794517.0,8739700.0,,2018-12-15,2018.0,12.0
653,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4611,4611,133.63,60580.9997754995,7359489.0,735950.0,8095439.0,,2018-01-12,2018.0,1.0
658,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4612,4612,252.77,70904.4585987261,16293200.0,1629320.0,17922520.0,,2018-05-12,2018.0,5.0
663,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4613,4613,42.66,30623.0661040788,1187619.0,118761.0,1306380.0,,2018-11-19,2018.0,11.0
670,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4614,4614,107.87,65098.7670343932,6383822.0,638382.0,7022204.0,,2018-12-22,2018.0,12.0
678,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4615,4615,75.67,76395.3482225453,5255305.0,525531.0,5780836.0,,2018-12-18,2018.0,12.0
685,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4616,4616,61.48,46075.0,2575174.0,257517.0,2832691.0,,2018-12-20,2018.0,12.0
689,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4617,4617,1726.0,7261.4281575898,11393841.0,1139384.0,12533225.0,,2018-03-09,2018.0,3.0
692,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4627,4627,38.7,28500.0,1002682.0,100268.0,1102950.0,,2018-03-10,2018.0,3.0
696,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4628,4628,306.36,21830.6175740958,6080027.0,608001.0,6688028.0,,2018-10-19,2018.0,10.0
707,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4631,4631,115.0,21565.2173913043,2254546.0,225454.0,2480000.0,,2018-03-12,2018.0,3.0
718,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4634,4634,16.2,32500.0,478637.0,47863.0,526500.0,,2018-12-21,2018.0,12.0
721,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4635,4635,8.1,32500.0,239318.0,23932.0,263250.0,,2018-05-12,2018.0,5.0
723,Grupo : CERAMICA ESMALTADA de la familia SANITARIOS E IMPORTACIONES,4655,4655,6.0,33250.0,181364.0,18136.0,199500.0,,2018-12-14,2018.0,12.0
726,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,1168.0,,16578088.0,1657812.0,18235900.0,,2018-11-19,2018.0,11.0
727,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3908,3908,1.0,371000.0,337273.0,33727.0,371000.0,,,,
729,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3909,3909,1.0,410000.0,372728.0,37272.0,410000.0,,2018-10-24,2018.0,10.0
731,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3910,3910,1.0,202000.0,183636.0,18364.0,202000.0,,2018-10-24,2018.0,10.0
733,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3911,3911,1.0,140000.0,127273.0,12727.0,140000.0,,2018-10-24,2018.0,10.0
735,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3912,3912,1.0,174000.0,158182.0,15818.0,174000.0,,2018-10-24,2018.0,10.0
737,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3913,3913,1.0,416000.0,378182.0,37818.0,416000.0,,2018-10-24,2018.0,10.0
739,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3914,3914,1.0,346000.0,314545.0,31455.0,346000.0,,2018-05-18,2018.0,5.0
741,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3915,3915,1.0,190000.0,172727.0,17273.0,190000.0,,2018-05-18,2018.0,5.0
743,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3916,3916,1.0,125000.0,113636.0,11364.0,125000.0,,2018-05-18,2018.0,5.0
745,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3917,3917,1.0,146000.0,132727.0,13273.0,146000.0,,2018-05-18,2018.0,5.0
747,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3918,3918,1.0,165000.0,150000.0,15000.0,165000.0,,2018-05-18,2018.0,5.0
749,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3919,3919,3.0,110666.666666667,301818.0,30182.0,332000.0,,2018-10-24,2018.0,10.0
752,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3920,3920,3.0,84666.6666666667,230909.0,23091.0,254000.0,,2018-11-12,2018.0,11.0
755,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3980,3980,2.0,30000.0,54546.0,5454.0,60000.0,,2018-11-12,2018.0,11.0
758,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3982,3982,2.0,34000.0,61818.0,6182.0,68000.0,,2018-10-31,2018.0,10.0
761,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,3983,3983,2.0,16500.0,29999.0,3001.0,33000.0,,2018-10-31,2018.0,10.0
764,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4138,4138,3.0,135000.0,368181.0,36819.0,405000.0,,2018-10-31,2018.0,10.0
768,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4139,4139,1.0,125000.0,113635.0,11365.0,125000.0,,2018-09-13,2018.0,9.0
772,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4153,4153,1.0,82000.0,74545.0,7455.0,82000.0,,2018-09-28,2018.0,9.0
774,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4166,4166,3.0,320000.0,872727.0,87273.0,960000.0,,2018-05-12,2018.0,5.0
778,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4167,4167,3.0,308000.0,840000.0,84000.0,924000.0,,2018-09-21,2018.0,9.0
782,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4173,4173,3.0,185000.0,504546.0,50454.0,555000.0,,2018-09-21,2018.0,9.0
786,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4205,4205,3.0,245333.333333333,669091.0,66909.0,736000.0,,2018-09-21,2018.0,9.0
790,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4206,4206,4.0,248250.0,902727.0,90273.0,993000.0,,2018-11-12,2018.0,11.0
795,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4210,4210,1.0,41000.0,37273.0,3727.0,41000.0,,2018-11-12,2018.0,11.0
797,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4225,4225,1.0,245000.0,222727.0,22273.0,245000.0,,2018-07-19,2018.0,7.0
799,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4230,4230,1.0,185000.0,168182.0,16818.0,185000.0,,2018-06-23,2018.0,6.0
801,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4245,4245,1.0,203000.0,184545.0,18455.0,203000.0,,2018-11-26,2018.0,11.0
803,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4330,4330,3.0,200000.0,545454.0,54546.0,600000.0,,2018-05-18,2018.0,5.0
807,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4331,4331,3.0,183333.333333333,500001.0,49999.0,550000.0,,2018-10-17,2018.0,10.0
811,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4332,4332,8.0,129875.0,944545.0,94455.0,1039000.0,,2018-11-15,2018.0,11.0
817,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4426,4426,3.0,567166.666666667,1546819.0,154681.0,1701500.0,,2018-10-15,2018.0,10.0
821,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4548,4548,1.0,460000.0,418182.0,41818.0,460000.0,,2018-09-22,2018.0,9.0
823,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4549,4549,1.0,490000.0,445455.0,44545.0,490000.0,,2018-05-18,2018.0,5.0
825,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4550,4550,1.0,240000.0,218182.0,21818.0,240000.0,,2018-05-18,2018.0,5.0
827,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4551,4551,2.0,420000.0,763636.0,76364.0,840000.0,,2018-05-18,2018.0,5.0
829,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4552,4552,2.0,460000.0,836364.0,83636.0,920000.0,,2018-05-18,2018.0,5.0
831,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4553,4553,2.0,250000.0,454545.0,45455.0,500000.0,,2018-05-18,2018.0,5.0
833,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4554,4554,1.0,215000.0,195455.0,19545.0,215000.0,,2018-05-18,2018.0,5.0
835,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4590,4590,3.0,144666.666666667,394546.0,39454.0,434000.0,,2018-05-18,2018.0,5.0
843,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4591,4591,1.0,162500.0,147727.0,14773.0,162500.0,,2018-07-12,2018.0,7.0
845,Grupo : LOSAS Y ESMALTADOS de la familia SANITARIOS E IMPORTACIONES,4643,4643,1089.0,1100.0,1088999.0,108901.0,1197900.0,,2018-10-17,2018.0,10.0
858,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,3974.44,,191272926.0,19127288.0,210400214.0,,2018-12-13,2018.0,12.0
859,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,2409,2409,115.2,50000.0,5236364.0,523636.0,5760000.0,,,,
862,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,2870,2870,3.96,50500.0,181799.0,18181.0,199980.0,,2018-08-13,2018.0,8.0
865,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4299,4299,71.1,44000.0,2844000.0,284400.0,3128400.0,,2018-06-12,2018.0,6.0
868,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4300,4300,83.74,43735.8490566038,3329493.0,332947.0,3662440.0,,2018-03-10,2018.0,3.0
877,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4302,4302,23.0,72739.1304347826,1520910.0,152090.0,1673000.0,,2018-03-10,2018.0,3.0
881,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4303,4303,30.0,73333.3333333333,2000000.0,200000.0,2200000.0,,2018-10-31,2018.0,10.0
885,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4304,4304,135.66,47983.3333333333,5917655.0,591764.0,6509419.0,,2018-03-10,2018.0,3.0
892,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4305,4305,76.0,114476.0,7909251.0,790925.0,8700176.0,,2018-12-20,2018.0,12.0
896,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4306,4306,158.5,38858.6876971609,5599184.0,559918.0,6159102.0,,2018-11-28,2018.0,11.0
902,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4307,4307,129.56,58937.8048780488,6941802.0,694180.0,7635982.0,,2018-07-09,2018.0,7.0
911,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4312,4312,40.53,57000.7155193684,2100216.0,210023.0,2310239.0,,2018-07-09,2018.0,7.0
921,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4314,4314,92.64,60333.6679620035,5081192.0,508119.0,5589311.0,,2018-12-21,2018.0,12.0
927,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4315,4315,191.07,66840.404040404,11610177.0,1161019.0,12771196.0,,2018-12-14,2018.0,12.0
935,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4316,4316,115.8,59938.860103627,6309928.0,630992.0,6940920.0,,2018-10-27,2018.0,10.0
941,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4323,4323,19.8,51600.0,928800.0,92880.0,1021680.0,,2018-12-15,2018.0,12.0
945,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4335,4335,8.54,60000.0,465819.0,46581.0,512400.0,,2018-03-11,2018.0,3.0
947,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4384,4384,26.26,40981.987814166,978352.0,97835.0,1076187.0,,2018-08-21,2018.0,8.0
951,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4559,4559,42.94,94473.6842105263,3687910.0,368790.0,4056700.0,,2018-08-30,2018.0,8.0
957,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4560,4560,64.41,88394.7368421053,5175914.0,517591.0,5693505.0,,2018-10-12,2018.0,10.0
962,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4561,4561,4.52,85625.0,351841.0,35184.0,387025.0,,2018-12-13,2018.0,12.0
966,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4562,4562,15.82,88392.8571428571,1271250.0,127125.0,1398375.0,,2018-10-09,2018.0,10.0
969,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4563,4563,98.31,84587.3563218391,7559803.0,755980.0,8315783.0,,2018-10-09,2018.0,10.0
975,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4564,4564,30.51,80370.3703703704,2229182.0,222918.0,2452100.0,,2018-05-10,2018.0,5.0
980,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4565,4565,40.68,78305.5555555556,2895882.0,289588.0,3185470.0,,2018-11-14,2018.0,11.0
987,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4566,4566,61.02,85115.732546706,4721602.0,472160.0,5193762.0,,2018-10-12,2018.0,10.0
992,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4578,4578,567.6,35701.5503875969,18421999.0,1842201.0,20264200.0,,2018-10-09,2018.0,10.0
1007,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4586,4586,759.0,37243.4782608696,25697998.0,2569802.0,28267800.0,,2018-11-14,2018.0,11.0
1018,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4594,4594,393.37,69600.0,24889594.0,2488958.0,27378552.0,,2018-03-12,2018.0,3.0
1023,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4630,4630,411.4,46199.4652406417,17278600.0,1727860.0,19006460.0,,2018-10-09,2018.0,10.0
1028,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4633,4633,92.4,48000.0,4032000.0,403200.0,4435200.0,,2018-12-15,2018.0,12.0
1031,Grupo : PORCELANATO de la familia SANITARIOS E IMPORTACIONES,4656,4656,71.1,63500.0,4104409.0,410441.0,4514850.0,,2018-10-12,2018.0,10.0
