index,Grupo,ID_producto,Producto,Cantidad,Venta_Promedio,Monto_gravado,IVA,Total,Fecha_raw,Fecha,Año,Mes
1949,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,174,IMPACRIL BLANCO  5 K.,5000.0,111.03016,,504.682,,,2018-10-26,2018.0,10.0
1989,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,177,"INAFIX 0,250 L.",1400.0,3.67636,46.791,4.678,51.469,,2018-12-17,2018.0,12.0
1999,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1775,"ACELERAL SC  1,25 KG.",800.0,13.5,98.182,9.818,108.0,,2018-12-19,2018.0,12.0
2004,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1776,ACELERAL SC  6 KG.,100.0,58.378,53.071,5.307,58.378,,2018-11-21,2018.0,11.0
2006,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,178,INAFIX 1 L.,600.0,8.13183,44.355,4.436,48.791,,2018-12-11,2018.0,12.0
2011,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1795,PEGAMENTO P/MEMBRANA INCOPAR 4L.,600.0,75.0,409.091,40.909,450.0,,2018-12-17,2018.0,12.0
2018,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1827,PEGAMENTO P/MEMBRANA IMCOPAR 0.850,700.0,21.0,133.637,13.363,147.0,,2018-11-19,2018.0,11.0
2025,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,183,PATINAL D  1 L.,2200.0,12.53764,250.753,25.075,275.828,,2018-10-25,2018.0,10.0
2035,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,184,PATINAL D  5 L.,3400.0,58.90582,,182.074,,,2018-12-17,2018.0,12.0
2061,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,189,PLASTINCLAIR 500  1 L.,300.0,12.0,32.727,3.273,36.0,,2018-12-21,2018.0,12.0
2064,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,190,PLASTINCLAIR 500  5 L.,1700.0,49.12182,759.156,75.915,835.071,,2018-08-11,2018.0,8.0
2073,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,193,PRESERVOL S  1 L.,200.0,37.0,67.272,6.728,74.0,,2018-12-05,2018.0,12.0
2076,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1983,IMPACRIL CERAMICO  5 K.,7400.0,107.59443,,723.814,,,2018-11-01,2018.0,11.0
2136,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1984,IMPACRIL CERAMICO 20 K.,10500.0,371.4417,,,,,2018-12-21,2018.0,12.0
2196,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1985,STATOFIX 10 KG.,1600.0,329.94225,,479.915,,,2018-12-18,2018.0,12.0
2209,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1987,BIDIM VP 05 X ML.,2.458,7.25925,,,,,2018-12-20,2018.0,12.0
2325,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1988,BIDIM VP 05 X ROLLO DE 200 M2.,1000.0,,,,,,2018-12-20,2018.0,12.0
2333,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2041,BITUMEX 18 L.,600.0,244.16667,,133.181,,,2018-09-13,2018.0,9.0
2338,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2121,NEUTROL 45  3.6L.,200.0,90.0,163.636,16.364,180.0,,2018-12-05,2018.0,12.0
2340,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2128,PASTINA INATEC 1 K. - CERAMICO,300.0,5.66033,15.437,1.544,16.981,,2018-12-12,2018.0,12.0
2344,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2152,IMPACRIL FIBRADO BLANCO  5 K.,200.0,99.0,180.001,17.999,198.0,,2018-11-26,2018.0,11.0
2347,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2176,IMPACRIL FIBRADO CERAMICO  5 K.,600.0,102.5,559.092,55.908,615.0,,2018-10-12,2018.0,10.0
2354,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2191,PLASTINCLAIR 500 20 L.,500.0,194.1816,882.643,88.265,970.908,,2018-09-24,2018.0,9.0
2360,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2192,IMPACRIL FIBRADO BLANCO 20 K.,1400.0,348.95493,,444.124,,,2018-09-13,2018.0,9.0
2365,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2193,IMPACRIL FIBRADO CERAMICO 20 K.,700.0,376.85714,,239.817,,,2018-12-03,2018.0,12.0
2371,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2226,SILICONA IN 25  5 L.,200.0,172.4905,313.619,31.362,344.981,,2018-08-29,2018.0,8.0
2374,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2234,ENDUFIX CEMENTICIO GRIS 16 K.,20700.0,52.97585,,996.91,,,2018-11-29,2018.0,11.0
2395,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2235,ENDUFIX CEMENTICIO BLANCO 10 K.,23600.0,55.13941,,,,,2018-12-20,2018.0,12.0
2420,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2254,DESCAL FLEX  BALDE 20 L.,900.0,289.66133,,236.995,,,2018-12-20,2018.0,12.0
2426,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2255,TRAMAFIX (ROLLO DE 50 M2),1000.0,644.6682,,586.065,,,2018-12-10,2018.0,12.0
2436,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2256,TRAMAFIX M2,21500.0,15.91367,,311.039,,,2018-10-04,2018.0,10.0
2461,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2284,GRAUT IN 30 KG,2100.0,95.17629,,181.699,,,2018-12-17,2018.0,12.0
2472,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2298,PAVIDUR 25 K. NATURAL,19700.0,135.77198,,,,,2018-12-18,2018.0,12.0
2492,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2638,CANATECH FIBRADO TEJA   4 K.,1100.0,50.5,504.999,50.501,555.5,,2018-11-30,2018.0,11.0
2502,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2639,CANATECH FIBRADO TEJA 20 K.,400.0,222.5,809.092,80.908,890.0,,2018-10-04,2018.0,10.0
2507,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2873,SIKADUR-31CF (AB) NORMAL CL 1K.,12400.0,91.69048,,,,,2018-05-17,2018.0,5.0
2555,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3599,DESENCOFRANTE 1001 - 05 L.,200.0,98.0,178.182,17.818,196.0,,2018-12-20,2018.0,12.0
2558,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3600,SIKA-2 PY X 1KG,500.0,15.2,69.09,6.91,76.0,,2018-09-03,2018.0,9.0
2563,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3601,ACELERAL UR 06 K.,400.0,88.0,320.0,32.0,352.0,,2018-11-22,2018.0,11.0
2566,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3603,DESENCOFRANTE 2000 - 5 L.,100.0,180.0,163.636,16.364,180.0,,2018-10-12,2018.0,10.0
2568,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3774,VEDACIL ACQUA 3.6 LT.,100.0,88.0,80.0,8.0,88.0,,2018-09-13,2018.0,9.0
2570,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3879,SIKACRYL PLUS BLANCO 20 K.,1500.0,275.33333,,375.455,,,2018-09-24,2018.0,9.0
2581,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3880,SIKACRYL PLUS ROJO 20 K.,2900.0,250.743,,661.05,,,2018-11-05,2018.0,11.0
2596,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4144,ENDUIDO CEMENTICIO GRIS AMANECER - 10 K.,7800.0,38.2429,,271.174,,,2018-12-20,2018.0,12.0
2614,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4154,SIKACRYL PLUS BLANCO 05 K.,2400.0,64.07317,,139.797,,,2018-12-06,2018.0,12.0
2631,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4155,SIKACRYL PLUS ROJO 05 K.,2000.0,62.16205,,113.021,,,2018-12-21,2018.0,12.0
2650,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4283,HIDROFUGO AMANECER 1 L.,300.0,8.0,21.819,2.181,24.0,,2018-12-19,2018.0,12.0
2654,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4284,HIDROFUGO AMANECER 3.6 L.,1000.0,22.1,200.91,20.09,221.0,,2018-10-22,2018.0,10.0
2665,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4325,IGOL FLEX PRETO  18 L.,200.0,97.373,177.042,17.704,194.746,,2018-11-07,2018.0,11.0
2668,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4327,IGOL 2 - BALDE DE 18 L.,400.0,117.5,427.273,42.727,470.0,,2018-12-03,2018.0,12.0
2672,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4444,ENDUIDO CEMENTICIO BLANCO AMANECER 10 K.,2300.0,47.30435,989.09,98.91,,,2018-09-10,2018.0,9.0
2683,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4588,ANCHORFIX - 2 X 300 ML,1500.0,50.0,681.818,68.182,750.0,,2018-11-14,2018.0,11.0
2685,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,625,ASFALTO SOLIDO,2000.0,7.375,134.091,13.409,147.5,,2018-06-21,2018.0,6.0
2687,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,905,SODA CAUSTICA 1 L.,400.0,8.0,29.091,2.909,32.0,,2018-06-21,2018.0,6.0
2691,Grupo : ADITIVOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,923,SILICONA LIQUIDA ALBA 1 L.,300.0,8.2,22.364,2.236,24.6,,2018-12-12,2018.0,12.0
2695,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1049,"CAÑO CORRUGADO 5/8""",100.0,30000.0,27300.0,2700.0,30000.0,,2018-11-16,2018.0,11.0
2697,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1105,CINTA AISLADORA 10 M. VERDE,400.0,4.5,16.364,1.636,18.0,,2018-10-05,2018.0,10.0
2700,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1188,CINTA AISLADORA 20 M. NEGRO,100.0,6.5,5.909,59100.0,6.5,,2018-11-02,2018.0,11.0
2702,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2055,"ELECTRODUCTO X ML. - 1/2""",1200.0,80000.0,8.727,87300.0,9.6,,2018-04-27,2018.0,4.0
2704,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4579,DUCHA LINEA 6121-0 5500W,100.0,52.0,47.273,4.727,52.0,,2018-04-05,2018.0,4.0
2706,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4580,DUCHA IDEALE 5016-0 6000W,100.0,77.0,70.0,7.0,77.0,,2018-07-10,2018.0,7.0
2708,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4581,RESISTENCIA LINEA 6572-0,100.0,11.5,10.454,1.046,11.5,,2018-07-18,2018.0,7.0
2710,Grupo : ART. ELECTRICOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,951,"CAÑO CORRUGADO 3/4"" X ML.",1500.0,40000.0,5.454,54600.0,6.0,,2018-08-29,2018.0,8.0
3128,Grupo : CEMENTO Y CAL de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1016,CEMENTO YGUAZU CPII C32,111.956,43.24368,,,,,2018-11-20,2018.0,11.0
7715,Grupo : CEMENTO Y CAL de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1016,CAL EN PASTA GUYRATI,13800.0,6.00725,753.645,75.355,829.0,,2018-12-22,2018.0,12.0
7765,Grupo : CEMENTO Y CAL de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1787,CEMENTO CPII-C-40(COMPUESTO),2.543,44.57409,,,,,2018-11-06,2018.0,11.0
8034,Grupo : CEMENTO Y CAL de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2039,CAL HIDRATADA VERDE 25 K.,16.821,23.07939,,,,,2018-11-20,2018.0,11.0
9613,Grupo : CEMENTO Y CAL de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4133,CAL HIDRATADA 15 KG,8100.0,15.33025,,112.896,,,2018-12-22,2018.0,12.0
9671,Grupo : CERRADURAS Y CANDADOS de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1751,CERR. ALIANCA MANIJA INT. 1042,100.0,120.0,109.091,10.909,120.0,,2018-12-20,2018.0,12.0
9674,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1074,SERVICIO DE CONTENEDOR,9900.0,267.57576,,,,,2018-07-02,2018.0,7.0
9760,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1241,ARENA GORDA EN CONTENEDOR,100.0,470.0,427.273,42.727,470.0,,2018-12-17,2018.0,12.0
9762,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1244,ARENA LAVADA EN CONTENEDOR,21800.0,374.05046,,,,,2018-12-13,2018.0,12.0
9934,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1655,ARENA LAVADA 1/2 CARGA EN CONTENEDOR,5600.0,320.625,,,,,2018-12-21,2018.0,12.0
9991,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,181,PIEDRA TRITURADA 4TA. EN CONTENEDOR,1400.0,,,,,,2018-12-21,2018.0,12.0
10006,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2045,ARENA GORDA 1/2 CARGA EN CONTENEDOR,100.0,380.0,345.455,34.545,380.0,,2018-12-11,2018.0,12.0
10008,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2199,EXTENSION DE ALQUILER DE CONTENEDOR,700.0,150.0,954.547,95.453,,,2018-12-06,2018.0,12.0
10015,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2199,PIEDRA BRUTA EN CONTENEDOR,100.0,615.0,559.09,55.91,615.0,,2018-12-20,2018.0,12.0
10017,Grupo : CONTENEDORES de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4105,SERVICIO DE CONTENEDOR PARA BASURA,300.0,476.66667,,130.0,,,2018-08-23,2018.0,8.0
10024,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,1279,YESO TUYANGO 30 K.,1800.0,225.0,,368.183,,,2018-10-02,2018.0,10.0
10030,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2030,KLAUKOL IMPER. FLUIDO 10 K. AZUL,1600.0,33.6875,490.002,48.998,539.0,,2018-10-03,2018.0,10.0
10046,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2071,KLAUKOL PORCEL.FLUIDO VERDE 25 K.,20500.0,89.17561,,,,,2018-12-20,2018.0,12.0
10069,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2118,PASTINA KLAUKOL FLUIDO TALCO - 1 K.,2800.0,8.07143,205.455,20.545,226.0,,2018-12-14,2018.0,12.0
10080,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2229,PASTINA KLAUKOL FLUIDO BLENDA - 1 K,11800.0,8.30508,890.907,89.093,980.0,,2018-12-10,2018.0,12.0
10098,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,2229,CEMENTO 4 KG.,88900.0,8.00034,,646.57,,,2018-12-19,2018.0,12.0
10589,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3703,PASTINA KLAUKOL ALTA PERF. BLANCO,85800.0,12.29168,,958.759,,,2018-12-21,2018.0,12.0
10717,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3704,PASTINA KLAUKOL ALTA PERF. MARFIL,24700.0,12.22996,,274.62,,,2018-12-21,2018.0,12.0
10756,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3705,PASTINA KLAUKOL ALTA PERF. CHOCOLATE,32100.0,12.31153,,359.276,,,2018-12-20,2018.0,12.0
10820,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3706,PASTINA KLAUKOL ALTA PERF. GRIS CLARO,93700.0,12.15208,,,,,2018-12-18,2018.0,12.0
10882,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,3707,PASTINA KLAUKOL ALTA PERF. NEGRO,8000.0,11.5375,839.088,83.912,923.0,,2018-12-20,2018.0,12.0
10902,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,380,CEMENTO BLANCO ESTRUCTURAL 25 KG.,5000.0,85.0,,386.364,,,2018-12-19,2018.0,12.0
10904,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,381,CEMENTO BLANCO FRACCIONADO X KILO,24700.0,5.00506,,112.392,,,2018-10-05,2018.0,10.0
10961,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4042,PASTINA KLAUKOL ALTA PERF. ARENA,15700.0,12.48408,,178.186,,,2018-12-18,2018.0,12.0
10996,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4054,MEZCLA AD. VOTOMASSA AC3 PORCELANATO - PISO S/ PISO,3.313,42.41526,,,,,2018-12-20,2018.0,12.0
11144,Grupo : DERIVADOS DE CEMENTO de la familia MATERIALES DE CONSTRUCCION Y SERVICIOS,4145,KLAUKOL IMPER. FLUIDO POTENCIADO 25K.,54800.0,53.07482,,,,,2018-12-22,2018.0,12.0
